@id,@lon,@lat,name
908273297,21.4356419,42.0004368,
908273418,21.4370514,42.0030897,
4732880619,21.4232138,42.0027342,
6814246703,21.4402013,42.0045699,Drinking Water
6815559886,21.4187328,41.9993717,Drinking water
6815931388,21.4390289,42.0028481,
6821158385,21.4403539,41.9920157,Drinking water
10154556324,21.4228360,42.0013829,
